[1m[92m    Finished[0m `release` profile [optimized] target(s) in 0.29s
[1m[92m     Running[0m `E:\wt_target\release\thermo_sandbox_multi_demo.exe`
frame,iron_T,water_T_max,steam_kg,P_atm,npc_T,npc_hp,O2_kg,CO2_kg,wood_kg,corrosion,meso_T,macro_T
1086,5317.84,10000.00,83.4782,338.31,310.84,1.0000,0.1557,0.0228,2.7284,0.0045,413.25,288.15
1087,5327.12,10000.00,83.6518,339.13,310.84,1.0000,0.1556,0.0229,2.7284,0.0046,413.25,288.15
1088,5336.32,10000.00,83.8264,339.96,310.84,1.0000,0.1556,0.0229,2.7284,0.0046,413.25,288.15
1089,5345.44,10000.00,84.0006,340.79,310.84,1.0000,0.1556,0.0229,2.7284,0.0046,413.25,288.15
1090,5354.47,10000.00,84.1766,341.62,310.84,1.0000,0.1555,0.0230,2.7284,0.0046,413.25,288.15
1091,5363.42,10000.00,84.3516,342.46,310.84,1.0000,0.1555,0.0230,2.7284,0.0046,413.25,288.15
1092,5372.29,10000.00,84.5284,343.30,310.84,1.0000,0.1555,0.0231,2.7284,0.0046,413.25,288.15
1093,5381.08,10000.00,84.7047,344.14,310.84,1.0000,0.1554,0.0231,2.7284,0.0046,413.25,288.15
1094,5389.80,10000.00,84.8805,344.97,310.85,1.0000,0.1554,0.0232,2.7284,0.0046,413.25,288.15
1095,5398.43,10000.00,85.0568,345.81,310.85,1.0000,0.1554,0.0232,2.7284,0.0046,413.25,288.15
1096,5406.99,10000.00,85.2355,346.67,310.85,1.0000,0.1553,0.0232,2.7284,0.0046,413.25,288.15
1097,5415.47,10000.00,85.4123,347.52,310.85,1.0000,0.1553,0.0233,2.7283,0.0046,413.25,288.15
1098,5423.87,10000.00,85.5895,348.37,310.85,1.0000,0.1553,0.0233,2.7283,0.0046,413.25,288.15
1099,5432.20,10000.00,85.7667,349.23,310.85,1.0000,0.1552,0.0234,2.7283,0.0046,413.25,288.15
1100,5440.46,10000.00,85.9461,350.09,310.85,1.0000,0.1552,0.0234,2.7283,0.0046,413.25,288.15
1101,5448.64,10000.00,86.1197,350.92,310.85,1.0000,0.1552,0.0234,2.7283,0.0046,413.25,288.15
1102,5456.76,10000.00,86.2955,351.77,310.85,1.0000,0.1551,0.0235,2.7283,0.0047,413.25,288.15
1103,5464.79,10000.00,86.4704,352.62,310.85,1.0000,0.1551,0.0235,2.7283,0.0047,413.25,288.15
1104,5472.75,10000.00,86.6497,353.48,310.85,1.0000,0.1551,0.0236,2.7283,0.0047,413.25,288.15
1105,5480.64,10000.00,86.8295,354.36,310.86,1.0000,0.1550,0.0236,2.7283,0.0047,413.25,288.15
1106,5488.46,10000.00,87.0096,355.23,310.86,1.0000,0.1550,0.0237,2.7283,0.0047,413.25,288.15
1107,5496.20,10000.00,87.1871,356.10,310.86,1.0000,0.1550,0.0237,2.7283,0.0047,413.25,288.15
1108,5503.88,10000.00,87.3672,356.99,310.86,1.0000,0.1549,0.0237,2.7282,0.0047,413.25,288.15
1109,5511.49,10000.00,87.5475,357.88,310.86,1.0000,0.1549,0.0238,2.7282,0.0047,413.25,288.15
1110,5519.03,10000.00,87.7280,358.76,310.86,1.0000,0.1549,0.0238,2.7282,0.0047,413.25,288.15
1111,5526.50,10000.00,87.9083,359.66,310.86,1.0000,0.1548,0.0239,2.7282,0.0047,413.25,288.15
1112,5533.90,10000.00,88.0859,360.54,310.86,1.0000,0.1548,0.0239,2.7282,0.0047,413.25,288.15
1113,5541.24,10000.00,88.2684,361.44,310.86,1.0000,0.1548,0.0240,2.7282,0.0047,413.25,288.15
1114,5548.52,10000.00,88.4469,362.32,310.86,1.0000,0.1547,0.0240,2.7282,0.0047,413.25,288.15
1115,5555.73,10000.00,88.6277,363.22,310.86,1.0000,0.1547,0.0240,2.7282,0.0047,413.25,288.15
1116,5562.87,10000.00,88.8081,364.11,310.87,1.0000,0.1547,0.0241,2.7282,0.0047,413.25,288.15
1117,5569.96,10000.00,88.9864,364.99,310.87,1.0000,0.1546,0.0241,2.7282,0.0048,413.25,288.15
1118,5576.97,10000.00,89.1650,365.88,310.87,1.0000,0.1546,0.0242,2.7282,0.0048,413.25,288.15
1119,5583.93,10000.00,89.3447,366.77,310.87,1.0000,0.1546,0.0242,2.7281,0.0048,413.25,288.15
1120,5590.82,10000.00,89.5239,367.67,310.87,1.0000,0.1545,0.0242,2.7281,0.0048,413.25,288.15
1121,5597.65,10000.00,89.7038,368.56,310.87,1.0000,0.1545,0.0243,2.7281,0.0048,413.25,288.15
1122,5604.41,10000.00,89.8817,369.45,310.87,1.0000,0.1545,0.0243,2.7281,0.0048,413.25,288.15
1123,5611.12,10000.00,90.0618,370.35,310.87,1.0000,0.1544,0.0244,2.7281,0.0048,413.25,288.15
1124,5617.76,10000.00,90.2401,371.24,310.87,1.0000,0.1544,0.0244,2.7281,0.0048,413.25,288.15
1125,5624.35,10000.00,90.4208,372.13,310.87,1.0000,0.1544,0.0245,2.7281,0.0048,413.25,288.15
1126,5630.88,10000.00,90.5983,373.02,310.87,1.0000,0.1543,0.0245,2.7281,0.0048,413.25,288.15
1127,5637.35,10000.00,90.7809,373.93,310.88,1.0000,0.1543,0.0245,2.7281,0.0048,413.25,288.15
1128,5643.77,10000.00,90.9621,374.82,310.88,1.0000,0.1543,0.0246,2.7281,0.0048,413.25,288.15
1129,5650.12,10000.00,91.1474,375.73,310.88,1.0000,0.1543,0.0246,2.7281,0.0048,413.25,288.15
1130,5656.42,10000.00,91.3276,376.62,310.88,1.0000,0.1542,0.0247,2.7281,0.0048,413.25,288.15
1131,5662.67,10000.00,91.5107,377.52,310.88,1.0000,0.1542,0.0247,2.7280,0.0048,413.25,288.15
1132,5668.86,10000.00,91.6926,378.42,310.88,1.0000,0.1542,0.0247,2.7280,0.0049,413.25,288.15
1133,5675.00,10000.00,91.8786,379.33,310.88,1.0000,0.1541,0.0248,2.7280,0.0049,413.25,288.15
1134,5681.07,10000.00,92.0639,380.24,310.88,1.0000,0.1541,0.0248,2.7280,0.0049,413.25,288.15
1135,5687.09,10000.00,92.2518,381.16,310.88,1.0000,0.1541,0.0249,2.7280,0.0049,413.25,288.15
1136,5693.07,10000.00,92.4398,382.08,310.88,1.0000,0.1540,0.0249,2.7280,0.0049,413.25,288.15
1137,5698.98,10000.00,92.6281,382.99,310.88,1.0000,0.1540,0.0249,2.7280,0.0049,413.25,288.15
1138,5704.84,10000.00,92.8167,383.91,310.89,1.0000,0.1540,0.0250,2.7280,0.0049,413.25,288.15
1139,5710.66,10000.00,93.0069,384.84,310.89,1.0000,0.1539,0.0250,2.7280,0.0049,413.25,288.15
1140,5716.41,10000.00,93.1946,385.75,310.89,1.0000,0.1539,0.0251,2.7280,0.0049,413.23,288.15
1141,5722.12,10000.00,93.3824,380.37,310.89,1.0000,0.1539,0.0251,2.7280,0.0049,413.23,288.15
1142,5727.78,10000.00,93.5695,381.27,310.89,1.0000,0.1538,0.0252,2.7279,0.0049,413.23,288.15
1143,5733.39,10000.00,93.7588,382.20,310.89,1.0000,0.1538,0.0252,2.7279,0.0049,413.23,288.15
1144,5738.94,10000.00,93.9480,383.12,310.89,1.0000,0.1538,0.0252,2.7279,0.0049,413.23,288.15
1145,5744.45,10000.00,94.1346,384.02,310.89,1.0000,0.1537,0.0253,2.7279,0.0049,413.23,288.15
1146,5749.90,10000.00,94.3221,384.94,310.89,1.0000,0.1537,0.0253,2.7279,0.0050,413.23,288.15
1147,5755.31,10000.00,94.5086,385.86,310.89,1.0000,0.1537,0.0254,2.7279,0.0050,413.23,288.15
1148,5760.67,10000.00,94.6918,386.76,310.89,1.0000,0.1536,0.0254,2.7279,0.0050,413.23,288.15
1149,5765.98,10000.00,94.8731,387.65,310.90,1.0000,0.1536,0.0254,2.7279,0.0050,413.23,288.15
1150,5771.24,10000.00,95.0568,388.56,310.90,1.0000,0.1536,0.0255,2.7279,0.0050,413.23,288.15
1151,5776.47,10000.00,95.2415,389.48,310.90,1.0000,0.1535,0.0255,2.7279,0.0050,413.23,288.15
1152,5781.64,10000.00,95.4234,390.36,310.90,1.0000,0.1535,0.0256,2.7279,0.0050,413.23,288.15
1153,5786.76,10000.00,95.6025,391.24,310.90,1.0000,0.1535,0.0256,2.7279,0.0050,413.23,288.15
1154,5791.84,10000.00,95.7844,392.15,310.90,1.0000,0.1535,0.0256,2.7278,0.0050,413.23,288.15
1155,5796.87,10000.00,95.9682,393.07,310.90,1.0000,0.1534,0.0257,2.7278,0.0050,413.23,288.15
1156,5801.86,10000.00,96.1502,393.98,310.90,1.0000,0.1534,0.0257,2.7278,0.0050,413.23,288.15
1157,5806.81,10000.00,96.3327,394.90,310.90,1.0000,0.1534,0.0258,2.7278,0.0050,413.23,288.15
1158,5811.71,10000.00,96.5112,395.79,310.90,1.0000,0.1533,0.0258,2.7278,0.0050,413.23,288.15
1159,5816.56,10000.00,96.6952,396.72,310.90,1.0000,0.1533,0.0259,2.7278,0.0050,413.23,288.15
1160,5821.38,10000.00,96.8776,397.65,310.91,1.0000,0.1533,0.0259,2.7278,0.0051,413.23,288.15
1161,5826.15,10000.00,97.0623,398.59,310.91,1.0000,0.1532,0.0259,2.7278,0.0051,413.23,288.15
1162,5830.88,10000.00,97.2458,399.52,310.91,1.0000,0.1532,0.0260,2.7278,0.0051,413.23,288.15
1163,5835.56,10000.00,97.4295,400.44,310.91,1.0000,0.1532,0.0260,2.7278,0.0051,413.23,288.15
1164,5840.21,10000.00,97.6131,401.39,310.91,1.0000,0.1531,0.0261,2.7278,0.0051,413.23,288.15
1165,5844.81,10000.00,97.7975,402.32,310.91,1.0000,0.1531,0.0261,2.7277,0.0051,413.23,288.15
1166,5849.37,10000.00,97.9810,403.27,310.91,1.0000,0.1531,0.0261,2.7277,0.0051,413.23,288.15
1167,5853.90,10000.00,98.1666,404.22,310.91,1.0000,0.1530,0.0262,2.7277,0.0051,413.23,288.15
1168,5858.38,10000.00,98.3484,405.15,310.91,1.0000,0.1530,0.0262,2.7277,0.0051,413.23,288.15
1169,5862.83,10000.00,98.5328,406.10,310.91,1.0000,0.1530,0.0263,2.7277,0.0051,413.23,288.15
1170,5867.23,10000.00,98.7169,407.06,310.91,1.0000,0.1529,0.0263,2.7277,0.0051,413.23,288.15
1171,5871.59,10000.00,98.9023,408.02,310.92,1.0000,0.1529,0.0263,2.7277,0.0051,413.23,288.15
1172,5875.92,10000.00,99.0870,408.97,310.92,1.0000,0.1529,0.0264,2.7277,0.0051,413.23,288.15
1173,5880.21,10000.00,99.2741,409.94,310.92,1.0000,0.1528,0.0264,2.7277,0.0051,413.23,288.15
1174,5884.46,10000.00,99.4601,410.90,310.92,1.0000,0.1528,0.0265,2.7277,0.0052,413.23,288.15
1175,5888.68,10000.00,99.6474,411.87,310.92,1.0000,0.1528,0.0265,2.7277,0.0052,413.23,288.15
1176,5892.85,10000.00,99.8338,412.84,310.92,1.0000,0.1528,0.0265,2.7277,0.0052,413.23,288.15
1177,5897.00,10000.00,100.0201,413.80,310.92,1.0000,0.1527,0.0266,2.7276,0.0052,413.23,288.15
1178,5901.09,10000.00,100.2089,414.78,310.92,1.0000,0.1527,0.0266,2.7276,0.0052,413.23,288.15
1179,5905.16,10000.00,100.3986,415.76,310.92,1.0000,0.1527,0.0267,2.7276,0.0052,413.23,288.15
1180,5909.19,10000.00,100.5898,416.74,310.92,1.0000,0.1526,0.0267,2.7276,0.0052,413.23,288.15
1181,5913.19,10000.00,100.7783,417.72,310.92,1.0000,0.1526,0.0267,2.7276,0.0052,413.23,288.15
1182,5917.15,10000.00,100.9701,418.70,310.93,1.0000,0.1526,0.0268,2.7276,0.0052,413.23,288.15
1183,5921.08,10000.00,101.1612,419.69,310.93,1.0000,0.1525,0.0268,2.7276,0.0052,413.23,288.15
1184,5924.97,10000.00,101.3590,420.69,310.93,1.0000,0.1525,0.0269,2.7276,0.0052,413.23,288.15
1185,5928.83,10000.00,101.5535,421.68,310.93,1.0000,0.1525,0.0269,2.7276,0.0052,413.23,288.15
1186,5932.64,10000.00,101.7543,422.70,310.93,1.0000,0.1524,0.0270,2.7276,0.0052,413.23,288.15
1187,5936.43,10000.00,101.9508,423.71,310.93,1.0000,0.1524,0.0270,2.7276,0.0052,413.23,288.15
1188,5940.19,10000.00,102.1524,424.73,310.93,1.0000,0.1524,0.0270,2.7276,0.0053,413.23,288.15
1189,5943.91,10000.00,102.3513,425.74,310.93,1.0000,0.1523,0.0271,2.7275,0.0053,413.23,288.15
1190,5947.61,10000.00,102.5529,426.76,310.93,1.0000,0.1523,0.0271,2.7275,0.0053,413.23,288.15
1191,5951.27,10000.00,102.7523,427.77,310.93,1.0000,0.1523,0.0272,2.7275,0.0053,413.23,288.15
1192,5954.90,10000.00,102.9560,428.79,310.93,1.0000,0.1522,0.0272,2.7275,0.0053,413.23,288.15
1193,5958.49,10000.00,103.1558,429.80,310.94,1.0000,0.1522,0.0272,2.7275,0.0053,413.23,288.15
1194,5962.05,10000.00,103.3583,430.82,310.94,1.0000,0.1522,0.0273,2.7275,0.0053,413.23,288.15
1195,5965.58,10000.00,103.5591,431.84,310.94,1.0000,0.1522,0.0273,2.7275,0.0053,413.23,288.15
1196,5969.08,10000.00,103.7637,432.87,310.94,1.0000,0.1521,0.0274,2.7275,0.0053,413.23,288.15
1197,5972.55,10000.00,103.9655,433.89,310.94,1.0000,0.1521,0.0274,2.7275,0.0053,413.23,288.15
1198,5975.98,10000.00,104.1704,434.92,310.94,1.0000,0.1521,0.0274,2.7275,0.0053,413.23,288.15
1199,5979.38,10000.00,104.3696,435.92,310.94,1.0000,0.1520,0.0275,2.7275,0.0053,413.23,288.15
1200,5982.76,10000.00,104.5706,436.92,310.94,1.0000,0.1520,0.0275,2.7275,0.0053,413.20,288.16
1201,5986.10,10000.00,104.7714,430.10,310.94,1.0000,0.1520,0.0276,2.7274,0.0053,413.20,288.16
1202,5989.42,10000.00,104.9756,431.13,310.94,1.0000,0.1519,0.0276,2.7274,0.0054,413.20,288.16
1203,5992.71,10000.00,105.1763,432.13,310.94,1.0000,0.1519,0.0276,2.7274,0.0054,413.20,288.16
1204,5995.97,10000.00,105.3764,433.13,310.95,1.0000,0.1519,0.0277,2.7274,0.0054,413.20,288.16
1205,5999.20,10000.00,105.5799,434.15,310.95,1.0000,0.1518,0.0277,2.7274,0.0054,413.20,288.16
1206,6002.40,10000.00,105.7819,435.17,310.95,1.0000,0.1518,0.0278,2.7274,0.0054,413.20,288.16
1207,6005.58,10000.00,105.9840,436.18,310.95,1.0000,0.1518,0.0278,2.7274,0.0054,413.20,288.16
1208,6008.71,10000.00,106.1861,437.21,310.95,1.0000,0.1517,0.0278,2.7274,0.0054,413.20,288.16
1209,6011.83,10000.00,106.3860,438.20,310.95,1.0000,0.1517,0.0279,2.7274,0.0054,413.20,288.16
1210,6014.91,10000.00,106.5868,439.22,310.95,1.0000,0.1517,0.0279,2.7274,0.0054,413.20,288.16
1211,6017.97,10000.00,106.7901,440.24,310.95,1.0000,0.1517,0.0280,2.7274,0.0054,413.20,288.16
1212,6021.01,10000.00,106.9917,441.26,310.95,1.0000,0.1516,0.0280,2.7274,0.0054,413.20,288.16
1213,6024.01,10000.00,107.1938,442.29,310.95,1.0000,0.1516,0.0280,2.7274,0.0054,413.20,288.16
1214,6027.00,10000.00,107.3927,443.29,310.96,1.0000,0.1516,0.0281,2.7273,0.0054,413.20,288.16
1215,6029.95,10000.00,107.5939,444.32,310.96,1.0000,0.1515,0.0281,2.7273,0.0054,413.20,288.16
1216,6032.88,10000.00,107.7900,445.32,310.96,1.0000,0.1515,0.0282,2.7273,0.0055,413.20,288.16
1217,6035.79,10000.00,107.9902,446.34,310.96,1.0000,0.1515,0.0282,2.7273,0.0055,413.20,288.16
1218,6038.67,10000.00,108.1878,447.35,310.96,1.0000,0.1514,0.0282,2.7273,0.0055,413.20,288.16
1219,6041.53,10000.00,108.3846,448.35,310.96,1.0000,0.1514,0.0283,2.7273,0.0055,413.20,288.16
1220,6044.36,10000.00,108.5816,449.35,310.96,1.0000,0.1514,0.0283,2.7273,0.0055,413.20,288.16
1221,6047.17,10000.00,108.7794,450.36,310.96,1.0000,0.1513,0.0284,2.7273,0.0055,413.20,288.16
1222,6049.95,10000.00,108.9745,451.35,310.96,1.0000,0.1513,0.0284,2.7273,0.0055,413.20,288.16
1223,6052.72,10000.00,109.1732,452.37,310.96,1.0000,0.1513,0.0284,2.7273,0.0055,413.20,288.16
1224,6055.45,10000.00,109.3697,453.38,310.96,1.0000,0.1512,0.0285,2.7273,0.0055,413.20,288.16
1225,6058.17,10000.00,109.5666,454.38,310.97,1.0000,0.1512,0.0285,2.7273,0.0055,413.20,288.16
1226,6060.86,10000.00,109.7608,455.38,310.97,1.0000,0.1512,0.0286,2.7272,0.0055,413.20,288.16
1227,6063.54,10000.00,109.9568,456.38,310.97,1.0000,0.1512,0.0286,2.7272,0.0055,413.20,288.16
1228,6066.18,10000.00,110.1521,457.38,310.97,1.0000,0.1511,0.0286,2.7272,0.0055,413.20,288.16
1229,6068.81,10000.00,110.3476,458.39,310.97,1.0000,0.1511,0.0287,2.7272,0.0055,413.20,288.16
1230,6071.41,10000.00,110.5417,459.38,310.97,1.0000,0.1511,0.0287,2.7272,0.0056,413.20,288.16
1231,6074.00,10000.00,110.7346,460.37,310.97,1.0000,0.1510,0.0288,2.7272,0.0056,413.20,288.16
1232,6076.56,10000.00,110.9261,461.36,310.97,1.0000,0.1510,0.0288,2.7272,0.0056,413.20,288.16
1233,6079.10,10000.00,111.1184,462.34,310.97,1.0000,0.1510,0.0288,2.7272,0.0056,413.20,288.16
1234,6081.62,10000.00,111.3089,463.33,310.97,1.0000,0.1509,0.0289,2.7272,0.0056,413.20,288.16
1235,6084.12,10000.00,111.5032,464.32,310.97,1.0000,0.1509,0.0289,2.7272,0.0056,413.20,288.16
1236,6086.60,10000.00,111.6953,465.31,310.98,1.0000,0.1509,0.0290,2.7272,0.0056,413.20,288.16
1237,6089.06,10000.00,111.8884,466.30,310.98,1.0000,0.1508,0.0290,2.7272,0.0056,413.20,288.16
1238,6091.51,10000.00,112.0791,467.28,310.98,1.0000,0.1508,0.0290,2.7271,0.0056,413.20,288.16
1239,6093.93,10000.00,112.2712,468.27,310.98,1.0000,0.1508,0.0291,2.7271,0.0056,413.20,288.16
1240,6096.33,10000.00,112.4632,469.26,310.98,1.0000,0.1508,0.0291,2.7271,0.0056,413.20,288.16
1241,6098.72,10000.00,112.6528,470.23,310.98,1.0000,0.1507,0.0292,2.7271,0.0056,413.20,288.16
1242,6101.08,10000.00,112.8420,471.20,310.98,1.0000,0.1507,0.0292,2.7271,0.0056,413.20,288.16
1243,6103.42,10000.00,113.0307,472.18,310.98,1.0000,0.1507,0.0292,2.7271,0.0057,413.20,288.16
1244,6105.74,10000.00,113.2192,473.15,310.98,1.0000,0.1506,0.0293,2.7271,0.0057,413.20,288.16
1245,6108.04,10000.00,113.4046,474.11,310.98,1.0000,0.1506,0.0293,2.7271,0.0057,413.20,288.16
1246,6110.33,10000.00,113.5938,475.09,310.98,1.0000,0.1506,0.0294,2.7271,0.0057,413.20,288.16
1247,6112.60,10000.00,113.7823,476.06,310.99,1.0000,0.1505,0.0294,2.7271,0.0057,413.20,288.16
1248,6114.84,10000.00,113.9711,477.04,310.99,1.0000,0.1505,0.0294,2.7271,0.0057,413.20,288.16
1249,6117.07,10000.00,114.1606,478.02,310.99,1.0000,0.1505,0.0295,2.7271,0.0057,413.20,288.16
1250,6119.28,10000.00,114.3480,478.98,310.99,1.0000,0.1504,0.0295,2.7270,0.0057,413.20,288.16
1251,6121.48,10000.00,114.5339,479.93,310.99,1.0000,0.1504,0.0296,2.7270,0.0057,413.20,288.16
1252,6123.66,10000.00,114.7217,480.90,310.99,1.0000,0.1504,0.0296,2.7270,0.0057,413.20,288.16
1253,6125.82,10000.00,114.9102,481.88,310.99,1.0000,0.1504,0.0296,2.7270,0.0057,413.20,288.16
1254,6127.95,10000.00,115.0941,482.83,310.99,1.0000,0.1503,0.0297,2.7270,0.0057,413.20,288.16
1255,6130.08,10000.00,115.2814,483.79,310.99,1.0000,0.1503,0.0297,2.7270,0.0057,413.20,288.16
1256,6132.19,10000.00,115.4693,484.78,310.99,1.0000,0.1503,0.0297,2.7270,0.0057,413.20,288.16
1257,6134.30,10000.00,115.6564,485.75,310.99,1.0000,0.1502,0.0298,2.7270,0.0058,413.20,288.16
1258,6136.38,10000.00,115.8443,486.73,311.00,1.0000,0.1502,0.0298,2.7270,0.0058,413.20,288.16
1259,6138.46,10000.00,116.0331,487.71,311.00,1.0000,0.1502,0.0299,2.7270,0.0058,413.20,288.16
1260,6140.51,10000.00,116.2218,488.68,311.00,1.0000,0.1501,0.0299,2.7270,0.0058,413.18,288.16
1261,6142.56,10000.00,116.4110,480.23,311.00,1.0000,0.1501,0.0299,2.7270,0.0058,413.18,288.16
1262,6144.59,10000.00,116.6017,481.23,311.00,1.0000,0.1501,0.0300,2.7270,0.0058,413.18,288.16
1263,6146.61,10000.00,116.7912,482.22,311.00,1.0000,0.1500,0.0300,2.7269,0.0058,413.18,288.16
1264,6148.61,10000.00,116.9820,483.23,311.00,1.0000,0.1500,0.0301,2.7269,0.0058,413.18,288.16
1265,6150.61,10000.00,117.1715,484.21,311.00,1.0000,0.1500,0.0301,2.7269,0.0058,413.18,288.16
1266,6152.59,10000.00,117.3623,485.21,311.00,1.0000,0.1500,0.0301,2.7269,0.0058,413.18,288.16
1267,6154.56,10000.00,117.5518,486.20,311.00,1.0000,0.1499,0.0302,2.7269,0.0058,413.18,288.16
1268,6156.51,10000.00,117.7437,487.20,311.01,1.0000,0.1499,0.0302,2.7269,0.0058,413.18,288.16
1269,6158.46,10000.00,117.9327,488.19,311.01,1.0000,0.1499,0.0303,2.7269,0.0058,413.18,288.16
1270,6160.39,10000.00,118.1232,489.19,311.01,1.0000,0.1498,0.0303,2.7269,0.0059,413.18,288.16
1271,6162.31,10000.00,118.3123,490.18,311.01,1.0000,0.1498,0.0303,2.7269,0.0059,413.18,288.16
1272,6164.21,10000.00,118.5024,491.18,311.01,1.0000,0.1498,0.0304,2.7269,0.0059,413.18,288.16
1273,6166.10,10000.00,118.6901,492.17,311.01,1.0000,0.1497,0.0304,2.7269,0.0059,413.18,288.16
1274,6167.98,10000.00,118.8807,493.17,311.01,1.0000,0.1497,0.0305,2.7269,0.0059,413.18,288.16
1275,6169.86,10000.00,119.0690,494.16,311.01,1.0000,0.1497,0.0305,2.7268,0.0059,413.18,288.16
1276,6171.72,10000.00,119.2597,495.16,311.01,1.0000,0.1496,0.0305,2.7268,0.0059,413.18,288.16
1277,6173.56,10000.00,119.4489,496.15,311.01,1.0000,0.1496,0.0306,2.7268,0.0059,413.18,288.16
1278,6175.39,10000.00,119.6411,497.16,311.01,1.0000,0.1496,0.0306,2.7268,0.0059,413.18,288.16
1279,6177.21,10000.00,119.8313,498.16,311.02,1.0000,0.1496,0.0307,2.7268,0.0059,413.18,288.16
1280,6179.01,10000.00,120.0241,499.18,311.02,1.0000,0.1495,0.0307,2.7268,0.0059,413.18,288.16
1281,6180.81,10000.00,120.2125,500.18,311.02,1.0000,0.1495,0.0307,2.7268,0.0059,413.18,288.16
1282,6182.58,10000.00,120.4044,501.18,311.02,1.0000,0.1495,0.0308,2.7268,0.0059,413.18,288.16
1283,6184.36,10000.00,120.5966,502.19,311.02,1.0000,0.1494,0.0308,2.7268,0.0059,413.18,288.16
1284,6186.11,10000.00,120.7898,503.20,311.02,1.0000,0.1494,0.0308,2.7268,0.0060,413.18,288.16
1285,6187.87,10000.00,120.9813,504.21,311.02,1.0000,0.1494,0.0309,2.7268,0.0060,413.18,288.16
1286,6189.60,10000.00,121.1755,505.23,311.02,1.0000,0.1493,0.0309,2.7268,0.0060,413.18,288.16
1287,6191.34,10000.00,121.3660,506.23,311.02,1.0000,0.1493,0.0310,2.7267,0.0060,413.18,288.16
1288,6193.05,10000.00,121.5584,507.25,311.02,1.0000,0.1493,0.0310,2.7267,0.0060,413.18,288.16
1289,6194.75,10000.00,121.7484,508.26,311.02,1.0000,0.1493,0.0310,2.7267,0.0060,413.18,288.16
1290,6196.44,10000.00,121.9400,509.28,311.03,1.0000,0.1492,0.0311,2.7267,0.0060,413.18,288.16
1291,6198.13,10000.00,122.1332,510.31,311.03,1.0000,0.1492,0.0311,2.7267,0.0060,413.18,288.16
1292,6199.79,10000.00,122.3239,511.33,311.03,1.0000,0.1492,0.0312,2.7267,0.0060,413.18,288.16
1293,6201.46,10000.00,122.5148,512.35,311.03,1.0000,0.1491,0.0312,2.7267,0.0060,413.18,288.16
1294,6203.11,10000.00,122.7041,513.36,311.03,1.0000,0.1491,0.0312,2.7267,0.0060,413.18,288.16
1295,6204.75,10000.00,122.8936,514.38,311.03,1.0000,0.1491,0.0313,2.7267,0.0060,413.18,288.16
1296,6206.37,10000.00,123.0816,515.39,311.03,1.0000,0.1490,0.0313,2.7267,0.0060,413.18,288.16
1297,6208.00,10000.00,123.2690,516.40,311.03,1.0000,0.1490,0.0314,2.7267,0.0061,413.18,288.16
1298,6209.60,10000.00,123.4564,517.41,311.03,1.0000,0.1490,0.0314,2.7267,0.0061,413.18,288.16
1299,6211.20,10000.00,123.6445,518.44,311.03,1.0000,0.1489,0.0314,2.7267,0.0061,413.18,288.16
1300,6212.78,10000.00,123.8324,519.46,311.03,1.0000,0.1489,0.0315,2.7266,0.0061,413.18,288.16
1301,6214.36,10000.00,124.0217,520.49,311.04,1.0000,0.1489,0.0315,2.7266,0.0061,413.18,288.16
1302,6215.92,10000.00,124.2086,521.50,311.04,1.0000,0.1489,0.0316,2.7266,0.0061,413.18,288.16
1303,6217.48,10000.00,124.3949,522.51,311.04,1.0000,0.1488,0.0316,2.7266,0.0061,413.18,288.16
1304,6219.02,10000.00,124.5816,523.53,311.04,1.0000,0.1488,0.0316,2.7266,0.0061,413.18,288.16
1305,6220.56,10000.00,124.7642,524.52,311.04,1.0000,0.1488,0.0317,2.7266,0.0061,413.18,288.16
1306,6222.07,10000.00,124.9515,525.54,311.04,1.0000,0.1487,0.0317,2.7266,0.0061,413.18,288.16
1307,6223.58,10000.00,125.1399,526.58,311.04,1.0000,0.1487,0.0317,2.7266,0.0061,413.18,288.16
1308,6225.08,10000.00,125.3243,527.59,311.04,1.0000,0.1487,0.0318,2.7266,0.0061,413.18,288.16
1309,6226.57,10000.00,125.5119,528.62,311.04,1.0000,0.1486,0.0318,2.7266,0.0061,413.18,288.16
1310,6228.04,10000.00,125.6975,529.65,311.04,1.0000,0.1486,0.0319,2.7266,0.0061,413.18,288.16
1311,6229.51,10000.00,125.8860,530.68,311.05,1.0000,0.1486,0.0319,2.7266,0.0062,413.18,288.16
1312,6230.97,10000.00,126.0725,531.70,311.05,1.0000,0.1486,0.0319,2.7265,0.0062,413.18,288.16
1313,6232.42,10000.00,126.2606,532.75,311.05,1.0000,0.1485,0.0320,2.7265,0.0062,413.18,288.16
1314,6233.86,10000.00,126.4468,533.78,311.05,1.0000,0.1485,0.0320,2.7265,0.0062,413.18,288.16
1315,6235.29,10000.00,126.6334,534.81,311.05,1.0000,0.1485,0.0321,2.7265,0.0062,413.18,288.16
1316,6236.70,10000.00,126.8181,535.84,311.05,1.0000,0.1484,0.0321,2.7265,0.0062,413.18,288.16
1317,6238.12,10000.00,127.0045,536.87,311.05,1.0000,0.1484,0.0321,2.7265,0.0062,413.18,288.16
1318,6239.51,10000.00,127.1903,537.91,311.05,1.0000,0.1484,0.0322,2.7265,0.0062,413.18,288.16
1319,6240.91,10000.00,127.3794,538.96,311.05,1.0000,0.1483,0.0322,2.7265,0.0062,413.18,288.16
