[1m[92m    Finished[0m `release` profile [optimized] target(s) in 0.29s
[1m[92m     Running[0m `E:\wt_target\release\thermo_sandbox_multi_demo.exe`
frame,iron_T,water_T_max,steam_kg,P_atm,npc_T,npc_hp,O2_kg,CO2_kg,wood_kg,corrosion,meso_T,macro_T
849,3859.73,5000.00,49.4107,197.06,310.63,1.0000,0.1637,0.0124,2.7309,0.0033,413.34,288.15
850,3859.86,5000.00,49.5467,197.64,310.63,1.0000,0.1637,0.0125,2.7308,0.0033,413.34,288.15
851,3859.98,5000.00,49.6827,198.21,310.63,1.0000,0.1637,0.0125,2.7308,0.0033,413.34,288.15
852,3860.10,5000.00,49.8183,198.79,310.63,1.0000,0.1637,0.0125,2.7308,0.0034,413.34,288.15
853,3860.23,5000.00,49.9563,199.38,310.63,1.0000,0.1636,0.0126,2.7308,0.0034,413.34,288.15
854,3860.35,5000.00,50.0928,199.97,310.63,1.0000,0.1636,0.0126,2.7308,0.0034,413.34,288.15
855,3860.47,5000.00,50.2291,200.55,310.63,1.0000,0.1636,0.0126,2.7308,0.0034,413.34,288.15
856,3860.59,5000.00,50.3668,201.14,310.63,1.0000,0.1635,0.0127,2.7308,0.0034,413.34,288.15
857,3860.71,5000.00,50.5043,201.73,310.63,1.0000,0.1635,0.0127,2.7308,0.0034,413.34,288.15
858,3860.83,5000.00,50.6405,202.31,310.63,1.0000,0.1635,0.0128,2.7308,0.0034,413.34,288.15
859,3860.95,5000.00,50.7772,202.90,310.64,1.0000,0.1635,0.0128,2.7308,0.0034,413.34,288.15
860,3861.07,5000.00,50.9138,203.48,310.64,1.0000,0.1634,0.0128,2.7307,0.0034,413.34,288.15
861,3861.19,5000.00,51.0506,204.07,310.64,1.0000,0.1634,0.0129,2.7307,0.0034,413.34,288.15
862,3861.30,5000.00,51.1860,204.66,310.64,1.0000,0.1634,0.0129,2.7307,0.0034,413.34,288.15
863,3861.42,5000.00,51.3209,205.24,310.64,1.0000,0.1633,0.0129,2.7307,0.0034,413.34,288.15
864,3861.53,5000.00,51.4579,205.82,310.64,1.0000,0.1633,0.0130,2.7307,0.0034,413.34,288.15
865,3861.65,5000.00,51.5945,206.41,310.64,1.0000,0.1633,0.0130,2.7307,0.0034,413.34,288.15
866,3861.76,5000.00,51.7313,207.00,310.64,1.0000,0.1633,0.0130,2.7307,0.0034,413.34,288.15
867,3861.88,5000.00,51.8674,207.58,310.64,1.0000,0.1632,0.0131,2.7307,0.0034,413.34,288.15
868,3861.99,5000.00,52.0036,208.17,310.64,1.0000,0.1632,0.0131,2.7307,0.0034,413.34,288.15
869,3862.10,5000.00,52.1352,208.73,310.64,1.0000,0.1632,0.0131,2.7307,0.0034,413.34,288.15
870,3862.21,5000.00,52.2711,209.31,310.64,1.0000,0.1632,0.0132,2.7307,0.0034,413.34,288.15
871,3862.32,5000.00,52.4027,209.88,310.65,1.0000,0.1631,0.0132,2.7306,0.0034,413.34,288.15
872,3862.43,5000.00,52.5344,210.44,310.65,1.0000,0.1631,0.0132,2.7306,0.0034,413.34,288.15
873,3862.54,5000.00,52.6669,211.02,310.65,1.0000,0.1631,0.0133,2.7306,0.0035,413.34,288.15
874,3862.65,5000.00,52.8001,211.61,310.65,1.0000,0.1630,0.0133,2.7306,0.0035,413.34,288.15
875,3862.76,5000.00,52.9284,212.16,310.65,1.0000,0.1630,0.0134,2.7306,0.0035,413.34,288.15
876,3862.87,5000.00,53.0622,212.74,310.65,1.0000,0.1630,0.0134,2.7306,0.0035,413.34,288.15
877,3862.98,5000.00,53.1972,213.33,310.65,1.0000,0.1630,0.0134,2.7306,0.0035,413.34,288.15
878,3863.09,5000.00,53.3307,213.91,310.65,1.0000,0.1629,0.0135,2.7306,0.0035,413.34,288.15
879,3863.19,5000.00,53.4624,214.49,310.65,1.0000,0.1629,0.0135,2.7306,0.0035,413.34,288.15
880,3863.30,5000.00,53.5959,215.08,310.65,1.0000,0.1629,0.0135,2.7306,0.0035,413.34,288.15
881,3863.40,5000.00,53.7291,215.67,310.65,1.0000,0.1628,0.0136,2.7305,0.0035,413.34,288.15
882,3863.51,5000.00,53.8601,216.25,310.66,1.0000,0.1628,0.0137,2.7305,0.0035,413.34,288.15
883,3863.61,5000.00,53.9937,216.84,310.66,1.0000,0.1628,0.0137,2.7305,0.0035,413.34,288.15
884,3863.72,5000.00,54.1264,217.42,310.66,1.0000,0.1627,0.0137,2.7305,0.0035,413.34,288.15
885,3863.82,5000.00,54.2610,218.01,310.66,1.0000,0.1627,0.0138,2.7305,0.0035,413.34,288.15
886,3863.92,5000.00,54.3951,218.60,310.66,1.0000,0.1627,0.0138,2.7305,0.0035,413.34,288.15
887,3864.02,5000.00,54.5292,219.19,310.66,1.0000,0.1626,0.0139,2.7305,0.0035,413.34,288.15
888,3864.13,5000.00,54.6624,219.78,310.66,1.0000,0.1626,0.0139,2.7305,0.0035,413.34,288.15
889,3864.23,5000.00,54.7955,220.38,310.66,1.0000,0.1626,0.0139,2.7305,0.0035,413.34,288.15
890,3864.33,5000.00,54.9240,220.96,310.66,1.0000,0.1625,0.0140,2.7305,0.0035,413.34,288.15
891,3864.43,5000.00,55.0565,221.55,310.66,1.0000,0.1625,0.0140,2.7304,0.0035,413.34,288.15
892,3864.53,5000.00,55.1874,222.14,310.66,1.0000,0.1625,0.0140,2.7304,0.0035,413.34,288.15
893,3864.63,5000.00,55.3188,222.73,310.66,1.0000,0.1625,0.0141,2.7304,0.0035,413.34,288.15
894,3864.73,5000.00,55.4495,223.31,310.67,1.0000,0.1624,0.0141,2.7304,0.0036,413.34,288.15
895,3864.83,5000.00,55.5791,223.90,310.67,1.0000,0.1624,0.0141,2.7304,0.0036,413.34,288.15
896,3864.93,5000.00,55.7105,224.50,310.67,1.0000,0.1624,0.0142,2.7304,0.0036,413.34,288.15
897,3865.03,5000.00,55.8402,225.09,310.67,1.0000,0.1624,0.0142,2.7304,0.0036,413.34,288.15
898,3865.12,5000.00,55.9702,225.68,310.67,1.0000,0.1623,0.0142,2.7304,0.0036,413.34,288.15
899,3865.22,5000.00,56.1010,226.28,310.67,1.0000,0.1623,0.0143,2.7304,0.0036,413.34,288.15
900,3865.32,5000.00,56.2329,226.88,310.67,1.0000,0.1623,0.0143,2.7304,0.0036,413.32,288.15
901,3865.41,5000.00,56.3633,223.86,310.67,1.0000,0.1622,0.0143,2.7304,0.0036,413.32,288.15
902,3865.51,5000.00,56.4951,224.46,310.67,1.0000,0.1622,0.0144,2.7303,0.0036,413.32,288.15
903,3865.61,5000.00,56.6229,225.04,310.67,1.0000,0.1622,0.0145,2.7303,0.0036,413.32,288.15
904,3865.70,5000.00,56.7551,225.65,310.67,1.0000,0.1621,0.0145,2.7303,0.0036,413.32,288.15
905,3865.80,5000.00,56.8848,226.25,310.68,1.0000,0.1621,0.0145,2.7303,0.0036,413.32,288.15
906,3865.90,5000.00,57.0168,226.86,310.68,1.0000,0.1621,0.0146,2.7303,0.0036,413.32,288.15
907,3865.99,5000.00,57.1475,227.46,310.68,1.0000,0.1620,0.0146,2.7303,0.0036,413.32,288.15
908,3866.09,5000.00,57.2811,228.08,310.68,1.0000,0.1620,0.0146,2.7303,0.0036,413.32,288.15
909,3866.18,5000.00,57.4122,228.69,310.68,1.0000,0.1620,0.0147,2.7303,0.0036,413.32,288.15
910,3866.28,5000.00,57.5461,229.30,310.68,1.0000,0.1619,0.0147,2.7303,0.0036,413.32,288.15
911,3866.37,5000.00,57.6788,229.92,310.68,1.0000,0.1619,0.0148,2.7303,0.0036,413.32,288.15
912,3866.47,5000.00,57.8146,230.54,310.68,1.0000,0.1619,0.0148,2.7303,0.0036,413.32,288.15
913,3866.57,5000.00,57.9477,231.16,310.68,1.0000,0.1619,0.0148,2.7302,0.0036,413.32,288.15
914,3866.66,5000.00,58.0834,231.79,310.68,1.0000,0.1618,0.0149,2.7302,0.0036,413.32,288.15
915,3866.76,5000.00,58.2189,232.41,310.68,1.0000,0.1618,0.0149,2.7302,0.0036,413.32,288.15
916,3866.85,5000.00,58.3564,233.04,310.69,1.0000,0.1618,0.0150,2.7302,0.0037,413.32,288.15
917,3866.95,5000.00,58.4924,233.67,310.69,1.0000,0.1617,0.0150,2.7302,0.0037,413.32,288.15
918,3867.04,5000.00,58.6301,234.30,310.69,1.0000,0.1617,0.0150,2.7302,0.0037,413.32,288.15
919,3867.13,5000.00,58.7663,234.93,310.69,1.0000,0.1617,0.0151,2.7302,0.0037,413.32,288.15
920,3867.23,5000.00,58.9025,235.55,310.69,1.0000,0.1617,0.0151,2.7302,0.0037,413.32,288.15
921,3867.32,5000.00,59.0398,236.19,310.69,1.0000,0.1616,0.0151,2.7302,0.0037,413.32,288.15
922,3867.41,5000.00,59.1760,236.81,310.69,1.0000,0.1615,0.0153,2.7301,0.0037,413.32,288.15
923,3867.50,5000.00,59.3116,237.43,310.69,1.0000,0.1615,0.0153,2.7301,0.0037,413.32,288.15
924,3867.60,5000.00,59.4477,238.05,310.69,1.0000,0.1614,0.0154,2.7301,0.0037,413.32,288.15
925,3867.69,5000.00,59.5839,238.68,310.69,1.0000,0.1614,0.0154,2.7301,0.0037,413.32,288.15
926,3867.78,5000.00,59.7174,239.28,310.69,1.0000,0.1614,0.0155,2.7301,0.0037,413.32,288.15
927,3867.87,5000.00,59.8557,239.92,310.70,1.0000,0.1613,0.0155,2.7301,0.0037,413.32,288.15
928,3867.96,5000.00,59.9951,240.57,310.70,1.0000,0.1613,0.0156,2.7301,0.0037,413.32,288.15
929,3868.05,5000.00,60.1344,241.21,310.70,1.0000,0.1612,0.0157,2.7300,0.0037,413.32,288.15
930,3868.14,5000.00,60.2727,241.84,310.70,1.0000,0.1612,0.0157,2.7300,0.0037,413.32,288.15
931,3868.23,5000.00,60.4132,242.49,310.70,1.0000,0.1612,0.0158,2.7300,0.0037,413.32,288.15
932,3868.32,5000.00,60.5532,243.14,310.70,1.0000,0.1611,0.0158,2.7300,0.0037,413.32,288.15
933,3868.41,5000.00,60.6946,243.78,310.70,1.0000,0.1611,0.0158,2.7300,0.0037,413.32,288.15
934,3868.50,5000.00,60.8370,244.43,310.70,1.0000,0.1611,0.0159,2.7300,0.0037,413.32,288.15
935,3868.59,5000.00,60.9795,245.08,310.70,1.0000,0.1610,0.0159,2.7300,0.0037,413.32,288.15
936,3868.68,5000.00,61.1230,245.73,310.70,1.0000,0.1610,0.0160,2.7300,0.0037,413.32,288.15
937,3868.77,5000.00,61.2681,246.40,310.70,1.0000,0.1609,0.0160,2.7300,0.0038,413.32,288.15
938,3868.85,5000.00,61.4107,247.06,310.70,1.0000,0.1609,0.0161,2.7299,0.0038,413.32,288.15
939,3868.94,5000.00,61.5528,247.72,310.71,1.0000,0.1609,0.0161,2.7299,0.0038,413.32,288.15
940,3869.03,5000.00,61.6967,248.38,310.71,1.0000,0.1608,0.0162,2.7299,0.0038,413.32,288.15
941,3869.11,5000.00,61.8386,249.03,310.71,1.0000,0.1608,0.0162,2.7299,0.0038,413.32,288.15
942,3869.20,5000.00,61.9828,249.69,310.71,1.0000,0.1608,0.0162,2.7299,0.0038,413.32,288.15
943,3869.28,5000.00,62.1269,250.36,310.71,1.0000,0.1608,0.0163,2.7299,0.0038,413.32,288.15
944,3869.37,5000.00,62.2696,251.02,310.71,1.0000,0.1607,0.0163,2.7299,0.0038,413.32,288.15
945,3869.45,5000.00,62.4141,251.70,310.71,1.0000,0.1606,0.0164,2.7298,0.0038,413.32,288.15
946,3869.54,5000.00,62.5576,252.36,310.71,1.0000,0.1606,0.0165,2.7298,0.0038,413.32,288.15
947,3869.62,5000.00,62.7028,253.04,310.71,1.0000,0.1606,0.0165,2.7298,0.0038,413.32,288.15
948,3869.70,5000.00,62.8464,253.70,310.71,1.0000,0.1605,0.0165,2.7298,0.0038,413.32,288.15
949,3869.79,5000.00,62.9903,254.37,310.71,1.0000,0.1605,0.0166,2.7298,0.0038,413.32,288.15
950,3869.87,5000.00,63.1335,255.05,310.72,1.0000,0.1605,0.0166,2.7298,0.0038,413.32,288.15
951,3869.95,5000.00,63.2753,255.72,310.72,1.0000,0.1604,0.0167,2.7298,0.0038,413.32,288.15
952,3870.03,5000.00,63.4174,256.39,310.72,1.0000,0.1604,0.0167,2.7298,0.0038,413.32,288.15
953,3870.12,5000.00,63.5616,257.07,310.72,1.0000,0.1604,0.0168,2.7298,0.0038,413.32,288.15
954,3870.20,5000.00,63.7047,257.73,310.72,1.0000,0.1603,0.0168,2.7297,0.0038,413.32,288.15
955,3870.28,5000.00,63.8530,258.42,310.72,1.0000,0.1603,0.0169,2.7297,0.0038,413.32,288.15
956,3870.36,5000.00,64.0006,259.12,310.72,1.0000,0.1602,0.0169,2.7297,0.0038,413.32,288.15
957,3870.44,5000.00,64.1496,259.81,310.72,1.0000,0.1602,0.0170,2.7297,0.0038,413.32,288.15
958,3870.52,5000.00,64.2991,260.51,310.72,1.0000,0.1602,0.0170,2.7297,0.0039,413.32,288.15
959,3870.60,5000.00,64.4479,261.22,310.72,1.0000,0.1601,0.0171,2.7297,0.0039,413.32,288.15
960,3870.68,5000.00,64.5979,261.92,310.73,1.0000,0.1601,0.0171,2.7297,0.0039,413.30,288.15
961,3870.76,5000.00,64.7470,258.37,310.73,1.0000,0.1600,0.0172,2.7296,0.0039,413.30,288.15
962,3870.83,5000.00,64.8952,259.07,310.73,1.0000,0.1600,0.0172,2.7296,0.0039,413.30,288.15
963,3870.91,5000.00,65.0440,259.78,310.73,1.0000,0.1599,0.0173,2.7296,0.0039,413.30,288.15
964,3870.99,5000.00,65.1916,260.48,310.73,1.0000,0.1599,0.0173,2.7296,0.0039,413.30,288.15
965,3871.06,5000.00,65.3384,261.18,310.73,1.0000,0.1599,0.0174,2.7296,0.0039,413.30,288.15
966,3871.14,5000.00,65.4817,261.88,310.73,1.0000,0.1598,0.0175,2.7296,0.0039,413.30,288.15
967,3871.22,5000.00,65.6281,262.58,310.73,1.0000,0.1598,0.0175,2.7296,0.0039,413.30,288.15
968,3871.29,5000.00,65.7734,263.28,310.73,1.0000,0.1598,0.0175,2.7296,0.0039,413.30,288.15
969,3871.37,5000.00,65.9175,263.98,310.73,1.0000,0.1597,0.0176,2.7296,0.0039,413.30,288.15
970,3871.44,5000.00,66.0629,264.69,310.73,1.0000,0.1597,0.0176,2.7295,0.0039,413.30,288.15
971,3871.52,5000.00,66.2080,265.39,310.73,1.0000,0.1597,0.0177,2.7295,0.0039,413.30,288.15
972,3871.60,5000.00,66.3533,266.10,310.74,1.0000,0.1596,0.0177,2.7295,0.0039,413.30,288.15
973,3871.67,5000.00,66.4946,266.78,310.74,1.0000,0.1596,0.0178,2.7295,0.0039,413.30,288.15
974,3871.75,5000.00,66.6375,267.48,310.74,1.0000,0.1596,0.0178,2.7295,0.0039,413.30,288.15
975,3871.83,5000.00,66.7801,268.17,310.74,1.0000,0.1595,0.0179,2.7295,0.0039,413.30,288.15
976,3871.90,5000.00,66.9227,268.87,310.74,1.0000,0.1595,0.0179,2.7295,0.0039,413.30,288.15
977,3871.98,5000.00,67.0640,269.55,310.74,1.0000,0.1594,0.0180,2.7295,0.0039,413.30,288.15
978,3872.05,5000.00,67.2056,270.26,310.74,1.0000,0.1594,0.0180,2.7295,0.0039,413.30,288.15
979,3872.12,5000.00,67.3482,270.97,310.74,1.0000,0.1594,0.0181,2.7294,0.0039,413.30,288.15
980,3872.19,5000.00,67.4905,271.68,310.74,1.0000,0.1593,0.0181,2.7294,0.0040,413.30,288.15
981,3872.26,5000.00,67.6316,272.38,310.74,1.0000,0.1593,0.0182,2.7294,0.0040,413.30,288.15
982,3872.33,5000.00,67.7713,273.08,310.74,1.0000,0.1593,0.0182,2.7294,0.0040,413.30,288.15
983,3872.40,5000.00,67.9118,273.78,310.75,1.0000,0.1592,0.0182,2.7294,0.0040,413.30,288.15
984,3872.47,5000.00,68.0515,274.48,310.75,1.0000,0.1592,0.0183,2.7294,0.0040,413.30,288.15
985,3872.54,5000.00,68.1934,275.19,310.75,1.0000,0.1591,0.0183,2.7294,0.0040,413.30,288.15
986,3872.62,5000.00,68.3343,275.90,310.75,1.0000,0.1591,0.0184,2.7294,0.0040,413.30,288.15
987,3872.69,5000.00,68.4742,276.61,310.75,1.0000,0.1591,0.0184,2.7294,0.0040,413.30,288.15
988,3872.76,5000.00,68.6146,277.32,310.75,1.0000,0.1590,0.0185,2.7294,0.0040,413.30,288.15
989,3872.83,5000.00,68.7547,278.03,310.75,1.0000,0.1590,0.0185,2.7293,0.0040,413.30,288.15
990,3872.90,5000.00,68.8917,278.72,310.75,1.0000,0.1590,0.0186,2.7293,0.0040,413.30,288.15
991,3872.97,5000.00,69.0322,279.43,310.75,1.0000,0.1589,0.0186,2.7293,0.0040,413.30,288.15
992,3873.04,5000.00,69.1675,280.11,310.75,1.0000,0.1589,0.0187,2.7293,0.0040,413.30,288.15
993,3873.12,5000.00,69.3066,280.82,310.75,1.0000,0.1589,0.0187,2.7293,0.0040,413.30,288.15
994,3873.18,10000.00,69.4450,281.53,310.76,1.0000,0.1588,0.0187,2.7293,0.0040,413.30,288.15
995,3894.78,10000.00,69.5836,282.23,310.76,1.0000,0.1588,0.0188,2.7293,0.0040,413.30,288.15
996,3934.97,10000.00,69.7223,282.93,310.76,1.0000,0.1588,0.0188,2.7293,0.0040,413.30,288.15
997,3991.55,10000.00,69.8637,283.65,310.76,1.0000,0.1587,0.0189,2.7293,0.0040,413.30,288.15
998,4025.38,10000.00,70.0040,284.37,310.76,1.0000,0.1587,0.0189,2.7293,0.0040,413.30,288.15
999,4056.30,10000.00,70.1448,285.09,310.76,1.0000,0.1586,0.0190,2.7292,0.0040,413.30,288.15
1000,4083.01,10000.00,70.2853,285.81,310.76,1.0000,0.1586,0.0190,2.7292,0.0040,413.30,288.15
1001,4108.05,10000.00,70.4244,286.52,310.76,1.0000,0.1586,0.0191,2.7292,0.0041,413.30,288.15
1002,4131.48,10000.00,70.5633,287.23,310.76,1.0000,0.1585,0.0191,2.7292,0.0041,413.30,288.15
1003,4153.90,10000.00,70.7025,287.94,310.76,1.0000,0.1585,0.0191,2.7292,0.0041,413.30,288.15
1004,4175.46,10000.00,70.8402,288.65,310.76,1.0000,0.1585,0.0192,2.7292,0.0041,413.30,288.15
1005,4196.39,10000.00,70.9777,289.35,310.77,1.0000,0.1584,0.0192,2.7292,0.0041,413.30,288.15
1006,4216.80,10000.00,71.1172,290.07,310.77,1.0000,0.1584,0.0193,2.7292,0.0041,413.30,288.15
1007,4236.78,10000.00,71.2563,290.78,310.77,1.0000,0.1584,0.0193,2.7292,0.0041,413.30,288.15
1008,4256.40,10000.00,71.3976,291.50,310.77,1.0000,0.1583,0.0194,2.7292,0.0041,413.30,288.15
1009,4275.71,10000.00,71.5387,292.22,310.77,1.0000,0.1583,0.0194,2.7292,0.0041,413.30,288.15
1010,4294.75,10000.00,71.6809,292.95,310.77,1.0000,0.1582,0.0195,2.7291,0.0041,413.30,288.15
1011,4313.54,10000.00,71.8231,293.67,310.77,1.0000,0.1582,0.0195,2.7291,0.0041,413.30,288.15
1012,4332.11,10000.00,71.9666,294.39,310.77,1.0000,0.1582,0.0196,2.7291,0.0041,413.30,288.15
1013,4350.48,10000.00,72.1075,295.10,310.77,1.0000,0.1581,0.0196,2.7291,0.0041,413.30,288.15
1014,4368.64,10000.00,72.2509,295.83,310.77,1.0000,0.1581,0.0197,2.7291,0.0041,413.30,288.15
1015,4386.63,10000.00,72.3926,296.53,310.77,1.0000,0.1581,0.0197,2.7291,0.0041,413.30,288.15
1016,4404.43,10000.00,72.5367,297.25,310.78,1.0000,0.1580,0.0198,2.7291,0.0041,413.30,288.15
1017,4422.06,10000.00,72.6800,297.96,310.78,1.0000,0.1580,0.0198,2.7291,0.0041,413.30,288.15
1018,4439.51,10000.00,72.8268,298.69,310.78,1.0000,0.1580,0.0198,2.7291,0.0041,413.30,288.15
1019,4456.80,10000.00,72.9741,299.41,310.78,1.0000,0.1579,0.0199,2.7290,0.0041,413.30,288.15
1020,4473.93,10000.00,73.1220,300.14,310.78,1.0000,0.1579,0.0199,2.7290,0.0041,413.27,288.15
1021,4490.90,10000.00,73.2691,295.73,310.78,1.0000,0.1579,0.0200,2.7290,0.0042,413.27,288.15
1022,4507.71,10000.00,73.4188,296.46,310.78,1.0000,0.1578,0.0200,2.7290,0.0042,413.27,288.15
1023,4524.37,10000.00,73.5719,297.20,310.78,1.0000,0.1578,0.0201,2.7290,0.0042,413.27,288.15
1024,4540.88,10000.00,73.7238,297.93,310.78,1.0000,0.1578,0.0201,2.7290,0.0042,413.27,288.15
1025,4557.23,10000.00,73.8773,298.66,310.78,1.0000,0.1577,0.0202,2.7290,0.0042,413.27,288.15
1026,4573.42,10000.00,74.0302,299.40,310.78,1.0000,0.1577,0.0202,2.7290,0.0042,413.27,288.15
1027,4589.48,10000.00,74.1829,300.13,310.79,1.0000,0.1577,0.0203,2.7290,0.0042,413.27,288.15
1028,4605.38,10000.00,74.3362,300.86,310.79,1.0000,0.1576,0.0203,2.7290,0.0042,413.27,288.15
1029,4621.14,10000.00,74.4900,301.60,310.79,1.0000,0.1576,0.0203,2.7290,0.0042,413.27,288.15
1030,4636.75,10000.00,74.6414,302.33,310.79,1.0000,0.1575,0.0204,2.7289,0.0042,413.27,288.15
1031,4652.22,10000.00,74.7966,303.07,310.79,1.0000,0.1575,0.0204,2.7289,0.0042,413.27,288.15
1032,4667.55,10000.00,74.9499,303.79,310.79,1.0000,0.1575,0.0205,2.7289,0.0042,413.27,288.15
1033,4682.75,10000.00,75.1047,304.52,310.79,1.0000,0.1574,0.0205,2.7289,0.0042,413.27,288.15
1034,4697.79,10000.00,75.2574,305.25,310.79,1.0000,0.1574,0.0206,2.7289,0.0042,413.27,288.15
1035,4712.71,10000.00,75.4100,305.97,310.79,1.0000,0.1574,0.0206,2.7289,0.0042,413.27,288.15
1036,4727.49,10000.00,75.5635,306.71,310.79,1.0000,0.1573,0.0207,2.7289,0.0042,413.27,288.15
1037,4742.13,10000.00,75.7173,307.44,310.79,1.0000,0.1573,0.0207,2.7289,0.0042,413.27,288.15
1038,4756.64,10000.00,75.8699,308.16,310.79,1.0000,0.1573,0.0207,2.7289,0.0043,413.27,288.15
1039,4771.02,10000.00,76.0236,308.89,310.80,1.0000,0.1572,0.0208,2.7289,0.0043,413.27,288.15
1040,4785.27,10000.00,76.1766,309.61,310.80,1.0000,0.1572,0.0208,2.7288,0.0043,413.27,288.15
1041,4799.39,10000.00,76.3307,310.33,310.80,1.0000,0.1572,0.0209,2.7288,0.0043,413.27,288.15
1042,4813.37,10000.00,76.4851,311.06,310.80,1.0000,0.1571,0.0209,2.7288,0.0043,413.27,288.15
1043,4827.24,10000.00,76.6378,311.76,310.80,1.0000,0.1571,0.0210,2.7288,0.0043,413.27,288.15
1044,4840.96,10000.00,76.7903,312.48,310.80,1.0000,0.1571,0.0210,2.7288,0.0043,413.27,288.15
1045,4854.57,10000.00,76.9474,313.21,310.80,1.0000,0.1570,0.0210,2.7288,0.0043,413.27,288.15
1046,4868.05,10000.00,77.1025,313.94,310.80,1.0000,0.1570,0.0211,2.7288,0.0043,413.27,288.15
1047,4881.41,10000.00,77.2580,314.65,310.80,1.0000,0.1570,0.0211,2.7288,0.0043,413.27,288.15
1048,4894.65,10000.00,77.4120,315.38,310.80,1.0000,0.1569,0.0212,2.7288,0.0043,413.27,288.15
1049,4907.77,10000.00,77.5687,316.11,310.80,1.0000,0.1569,0.0212,2.7288,0.0043,413.27,288.15
1050,4920.77,10000.00,77.7215,316.83,310.81,1.0000,0.1569,0.0213,2.7288,0.0043,413.27,288.15
1051,4933.65,10000.00,77.8734,317.54,310.81,1.0000,0.1568,0.0213,2.7287,0.0043,413.27,288.15
1052,4946.41,10000.00,78.0274,318.26,310.81,1.0000,0.1568,0.0214,2.7287,0.0043,413.27,288.15
1053,4959.06,10000.00,78.1825,318.99,310.81,1.0000,0.1568,0.0214,2.7287,0.0043,413.27,288.15
1054,4971.59,10000.00,78.3360,319.72,310.81,1.0000,0.1567,0.0214,2.7287,0.0043,413.27,288.15
1055,4984.01,10000.00,78.4911,320.44,310.81,1.0000,0.1567,0.0215,2.7287,0.0044,413.27,288.15
1056,4996.31,10000.00,78.6462,321.17,310.81,1.0000,0.1567,0.0215,2.7287,0.0044,413.27,288.15
1057,5008.51,10000.00,78.8018,321.91,310.81,1.0000,0.1566,0.0216,2.7287,0.0044,413.27,288.15
1058,5020.58,10000.00,78.9559,322.64,310.81,1.0000,0.1566,0.0216,2.7287,0.0044,413.27,288.15
1059,5032.56,10000.00,79.1101,323.37,310.81,1.0000,0.1566,0.0217,2.7287,0.0044,413.27,288.15
1060,5044.42,10000.00,79.2664,324.11,310.81,1.0000,0.1565,0.0217,2.7287,0.0044,413.27,288.15
1061,5056.18,10000.00,79.4193,324.83,310.82,1.0000,0.1565,0.0217,2.7287,0.0044,413.27,288.15
1062,5067.82,10000.00,79.5743,325.57,310.82,1.0000,0.1565,0.0218,2.7286,0.0044,413.27,288.15
1063,5079.37,10000.00,79.7285,326.31,310.82,1.0000,0.1564,0.0218,2.7286,0.0044,413.27,288.15
1064,5090.81,10000.00,79.8812,327.04,310.82,1.0000,0.1564,0.0219,2.7286,0.0044,413.27,288.15
1065,5102.14,10000.00,80.0358,327.77,310.82,1.0000,0.1564,0.0219,2.7286,0.0044,413.27,288.15
1066,5113.37,10000.00,80.1868,328.50,310.82,1.0000,0.1563,0.0220,2.7286,0.0044,413.27,288.15
1067,5124.50,10000.00,80.3424,329.23,310.82,1.0000,0.1563,0.0220,2.7286,0.0044,413.27,288.15
1068,5135.53,10000.00,80.4992,329.97,310.82,1.0000,0.1563,0.0220,2.7286,0.0044,413.27,288.15
1069,5146.46,10000.00,80.6561,330.72,310.82,1.0000,0.1562,0.0221,2.7286,0.0044,413.27,288.15
1070,5157.29,10000.00,80.8144,331.47,310.82,1.0000,0.1562,0.0221,2.7286,0.0044,413.27,288.15
1071,5168.02,10000.00,80.9731,332.22,310.82,1.0000,0.1562,0.0222,2.7286,0.0045,413.27,288.15
1072,5178.66,10000.00,81.1336,332.99,310.83,1.0000,0.1561,0.0222,2.7286,0.0045,413.27,288.15
1073,5189.20,10000.00,81.2947,333.75,310.83,1.0000,0.1561,0.0223,2.7286,0.0045,413.27,288.15
1074,5199.65,10000.00,81.4573,334.53,310.83,1.0000,0.1561,0.0223,2.7285,0.0045,413.27,288.15
1075,5210.00,10000.00,81.6212,335.29,310.83,1.0000,0.1560,0.0223,2.7285,0.0045,413.27,288.15
1076,5220.25,10000.00,81.7858,336.07,310.83,1.0000,0.1560,0.0224,2.7285,0.0045,413.27,288.15
1077,5230.42,10000.00,81.9525,336.86,310.83,1.0000,0.1560,0.0224,2.7285,0.0045,413.27,288.15
1078,5240.48,10000.00,82.1165,337.63,310.83,1.0000,0.1559,0.0225,2.7285,0.0045,413.27,288.15
1079,5250.47,10000.00,82.2844,338.43,310.83,1.0000,0.1559,0.0225,2.7285,0.0045,413.27,288.15
1080,5260.35,10000.00,82.4520,339.23,310.83,1.0000,0.1559,0.0226,2.7285,0.0045,413.25,288.15
1081,5270.15,10000.00,82.6205,334.24,310.83,1.0000,0.1558,0.0226,2.7285,0.0045,413.25,288.15
1082,5279.86,10000.00,82.7903,335.05,310.83,1.0000,0.1558,0.0226,2.7285,0.0045,413.25,288.15
1083,5289.48,10000.00,82.9614,335.86,310.84,1.0000,0.1558,0.0227,2.7285,0.0045,413.25,288.15
1084,5299.02,10000.00,83.1339,336.68,310.84,1.0000,0.1557,0.0227,2.7285,0.0045,413.25,288.15
1085,5308.47,10000.00,83.3056,337.49,310.84,1.0000,0.1557,0.0228,2.7284,0.0045,413.25,288.15
